,Job_Title,Company,Location,Salary
2423,"Software Engineer, Payments",Venmo,"Newton, MA",125000.0
2424,Software Engineer - CoreX,TripAdvisor,"Needham, MA 02494",113500.0
2425,Embedded Software Engineer,"Nextmove Technologies, LLC","Hollis, NH 03049",95000.0
2426,Software Engineering Specialist (Operational Engineering/Tes...,Wayfair,"Boston, MA",115000.0
2427,Dynamic Systems Mission Analyst & Algorithm and Software Des...,Draper,"Cambridge, MA",98500.0
2428,Software Developer,Houghton Mifflin Harcourt,"Boston, MA 02210 (South Boston area)",70000.0
2429,Junior Full Stack Developer,PerkinElmer,"Boston, MA",124000.0
2430,Full-Stack Software Engineer,4G Clinical,"Wellesley Hills, MA",90000.0
2431,Associate Full-stack Software Engineer,Manulife,"Boston, MA 02116 (South End area)",122500.0
2432,Assistant Director/IT,Commonwealth of Massachusetts,"Dorchester, MA",107500.0
2434,Wellness Instructor,MIT,"Cambridge, MA 02142 (East Cambridge area)",57500.0
2435,Software Developer,Liberty Mutual Insurance,"Boston, MA 02101",94750.0
2437,Physicist,U.S. Federal Government,"Cambridge, MA",95131.5
2439,"Software Engineer, Back End",Indigo,"Boston, MA",110000.0
2440,CloudHealth - Manager Software Engineering,VMware,"Boston, MA",145000.0
2441,Software Developer,Vermont Information Processing,"Boston, MA",99000.0
2442,Software Engineer,Shorelight Education,"Boston, MA 02210 (South Boston area)",101500.0
2443,Software Developer,Arxan Technologies,"Boston, MA 02210 (South Boston area)",109500.0
2444,Software Engineer–Junior Level,Optikos,"Wakefield, MA 01880",106500.0
2445,Software Engineer,Autodesk,"Boston, MA 02111 (Central area)",111000.0
2446,Software Engineer,Anaqua,"Boston, MA 02116 (South End area)",111500.0
2447,Technical Support Engineer,VRHealth USA Inc.,"Boston, MA",60000.0
2448,Senior Software Engineer,EverTrue Inc,"Boston, MA 02210 (South Boston area)",120000.0
2449,"Technologist, Software Development",Liberty Mutual Insurance,"Boston, MA 02101",152750.0
2450,Cloud Operations QA Engineer,Bose,"Boston, MA",134000.0
2451,Senior Software Engineer,Microsoft,"Cambridge, MA 02142 (East Cambridge area)",109000.0
2452,Full Stack Software Engineer,Firefly Health,"Boston, MA 02108 (Back Bay-Beacon Hill area)",130500.0
2453,Software Engineer - Ads Engineering,Hopper,"Cambridge, MA",122500.0
2454,Senior Software Engineer,"iSpecimen, Inc.","Boston, MA",120000.0
2455,Full Stack Software Developer,Pearson,"Boston, MA",120500.0
2456,Software Quality Engineer,Carbon Black,"Waltham, MA",101500.0
2457,DevOps Intern,Veracode Inc,"Burlington, MA 01803",120000.0
2458,Software Developer,Vertical Focus,"Woburn, MA 01801",92500.0
2460,SQL Developer investments,Boston Technology corporation,"Boston, MA",107000.0
2461,"Software Engineer, Operations Dashboard for The Weather Comp...",IBM,"Andover, MA 01812",112500.0
2462,Software Engineer,Manulife,"Boston, MA 02116 (South End area)",121500.0
2463,Software Engineer,WatchGuard Technologies,"Wakefield, MA 01880",123500.0
2464,"Software Developer, Database",InterSystems Corporation,"Cambridge, MA 02142 (East Cambridge area)",103500.0
2465,Jr QA Analyst-Automation Tester,Asta CRS,"Boston, MA",56000.0
2467,Digital Web Marketing Specialist,Staff Insight,"Boston, MA",67500.0
2468,C# .Net Developer - 3 days a week from home,Third Eye Health (thirdeyehealth.net),"Boston, MA",70000.0
2469,Sr. Software Engineer I,"Prime Software Technologies, Inc.","Woburn, MA 01801",104000.0
2470,Software Developer RPA (Robotic Processing Automation),Liberty Mutual Insurance,"Exeter, NH 03833",85150.0
2473,Senior Software Engineer,Abacus Insights,"Charlestown, MA 02129 (Fenway-Kenmore area)",145000.0
2474,Data Engineer,Alpha Labs Inc,"Boston, MA 02108 (Back Bay-Beacon Hill area)",120000.0
2475,Python Developer,Fairmarkit,"Boston, MA 02111 (Central area)",150000.0
2477,"Registrar, Enrollment Services",North Shore Community College,"Danvers, MA 01923",80500.0
2478,"Event Operator, Customer Service - Boston",LoopUp,"Boston, MA 02110 (Central area)",42500.0
2479,Information Technology Manager,Harvard Club of Boston,"Boston, MA 02215 (Fenway-Kenmore area)",51000.0
2480,Sr. Software Developer I,"Prime Software Technologies, Inc.","Woburn, MA 01801",113000.0
2483,Dealer Relationship Manager,Central Desking,"Boston, MA",250000.0
2484,Web Designer,"Dobility, Inc. (SurveyCTO)","Cambridge, MA",55000.0
2486,Performance Analyst,Social Fulcrum,"Boston, MA",55000.0
2489,Data Scientist,SFL Scientific,"Boston, MA",102500.0
2490,UI Front End Developer,Intralinks,"Waltham, MA 02451",132500.0
2491,Senior Software Engineer,Huxley Financial,"Boston, MA",135000.0
2492,Construction Administative Assistant,Commonwealth of Massachusetts,"Boston, MA",52587.0
2493,DevOps Engineer,G360,"Boxboro, MA",80000.0
2495,Sr Software Developer,NextBits,"North Attleboro, MA 02760",101500.0
2498,Software Test/QA Engineer,Autonodyne,"Boston, MA 02210 (South Boston area)",106500.0
2499,Robotics / Product Development Software Engineer,Pace Systems,"Lawrence, MA",100000.0
2500,Software Engineer,Intralinks,"Waltham, MA 02451",110000.0
2501,Senior Software Engineer,Rapid7,"Cambridge, MA",127500.0
2502,"Software Engineer, Compilers/Runtime (Go Team)",Google,"Cambridge, MA 02142 (East Cambridge area)",117500.0
2503,Java Software Developer,Solidus Technical Solutions,"Lexington, MA 02420",124500.0
2504,.NET Software Developer,"eSociates, LLC","Boston, MA",110000.0
2505,Summer Intern - Quality Engineering,Getinge,"Merrimack, NH 03054",63500.0
2506,Software Engineer I,Instrumentation Laboratory,"Bedford, MA 01730",86500.0
2507,"Software Engineer, Backend (Boston)",Cockroach Labs,"Boston, MA",122500.0
2508,Senior Desktop Support Windows,Astadia,"Boston, MA",61500.0
2509,Full Stack Software Engineer,Novetta,"Boston, MA",114000.0
2510,Software Engineering Manager,Acordex Imaging + Mobile,"North Andover, MA 01845",180000.0
2511,Software Development Engineer I,"Yardi Systems, Inc.","Waltham, MA",109000.0
2512,Software Engineer,Vantiv,"Lowell, MA 01851",106500.0
2513,Software Engineer,Lovepop,"Boston, MA",110000.0
2514,"Software Engineer, Insights Team",Salsify,"Boston, MA",111500.0
2515,Sr Java Software Engineer,LIME BROKERAGE LLC,"Waltham, MA 02451",112500.0
2516,Software Engineer In Test,Eze Software Group,"Boston, MA",120500.0
2517,Software Development Engineer in Test (SDET),Blue State Digital,"Boston, MA",107500.0
2518,SQL Developer,SHYFT,"Boston, MA",99000.0
2519,QA Automation Engineer (MIS),FlexJet,"Boston, MA",92500.0
2520,SIMULIA Software Developer,Dassault Systèmes,"Waltham, MA",108500.0
2521,History and Social Studies Content Support Specialist,Commonwealth of Massachusetts,"Malden, MA 02148",84503.5
2522,RESEARCH MANAGER,Boston Planning & Development Agency,"Boston, MA",56700.0
2523,Software Engineer - Automation,Eagle Investment Systems,"Wellesley Hills, MA 02481",115000.0
2525,Case Specialist Series,Trial Courts of Massachusetts,"Boston, MA",34957.0
2527,ITSM Manager,OnBrand24,"Beverly, MA 01915",65000.0
2529,Software Engineer,"eClinical Solutions, LLC","Mansfield, MA",120000.0
2530,GUI Software Engineer - 5 years minimum experience,"JW Fishers Mfg., Inc.","Boston, MA",100000.0
2533,Software Architect,Netbrain Technologies,"Burlington, MA 01803",100000.0
2536,Chief Technology Officer,Exceptional Lives https://exceptionallives.org/,"Boston, MA 02109 (Central area)",87500.0
2538,Frontend Engineer,Edmit,"Boston, MA",107500.0
2539,Data Scientist,TDMK Digital,"Boston, MA",114500.0
2540,Sr. Backend QA,"Vivint, Inc.","Boston, MA 02109 (Central area)",100000.0
2541,Software Account Executive,QSR International,"Burlington, MA 01803",100000.0
2543,Embedded Software Engineer,iRobot Corporation,"Bedford, MA 01730",109500.0
2544,Computer Systems Analyst,Masterminds Consulting,"Woburn, MA",79000.0
2545,Web Developer/Designer,9th Way Solutions,"Cambridge, MA",125000.0
2548,Chief Information Officer,City of Somerville,"Somerville, MA 02145",132600.0
2549,Bookkeeper,Northeast Suites,"Boston, MA 02116 (South End area)",67500.0
2550,Senior Software Asset Management Specialist,MIT,"Cambridge, MA 02142 (East Cambridge area)",90000.0
2553,Laboratory Technician I,Commonwealth of Massachusetts,"Boston, MA 02130 (Roslindale area)",51603.5
2557,Software Developer (Entry-Level),"IMS, Inc.","Beltsville, MD",72500.0
2558,Software Developer (Entry Level),9th Way Solutions,"Washington, DC",65391.0
2559,Software Engineer (Entry Level),9th Way Solutions,"Washington, DC",65391.0
2560,Software Programmer (Entry Level),9th Way Solutions,"Washington, DC",65391.0
2561,Node.js Software Engineer,Paypal,"Timonium, MD",101000.0
2562,FRONT END SOFTWARE ENGINEER,Under Armour,"Baltimore, MD",96000.0
2563,Software Engineer - Entry Level,"Amches, Inc.","Hanover, MD",110000.0
2564,Software Developer (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2565,Software QA Engineer,Paypal,"Timonium, MD",79500.0
2566,Full-Stack Software Engineer,Leverege,"Baltimore, MD",112500.0
2567,Programmer/Analyst,United States District Court,"Washington, DC",92282.5
2568,Software Engineer,NCYBER,"Columbia, MD",140000.0
2569,Software Engineer (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2570,Intern Software Engineer,Red Alpha,"Annapolis Junction, MD 20701",102000.0
2571,Jr Software Developer,Fusion Technology LLC,"Alexandria, VA 22303",130000.0
2572,Software Programmer (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2573,Programmer-Analyst I,"Anne Arundel County, MD","Annapolis, MD",79886.5
2574,Jr. Programmers,"Paradigm Infotech, Inc.","Columbia, MD 21045",64730.0
2575,Software Developer,Piper Companies,"Baltimore, MD 21244 (Howard Park area)",95000.0
2576,Software Engineer,Johns Hopkins University,"Baltimore, MD",69000.0
2577,Software Developer,CallRevu,"Baltimore, MD",93000.0
2578,Software Developer (React/Redux),Vision Technology Services,"Baltimore, MD",130000.0
2579,.NET Software Developer (Junior),Exelon,"Baltimore, MD",112500.0
2580,Software Engineer (Java/Selenium),T. Rowe Price,"Owings Mills, MD",114000.0
2581,Real Time Software Developers,Prism Communications,"Columbia, MD 21045",94500.0
2582,PROGRAMMER,"Harford County, MD","Forest Hill, MD 21050",48639.0
2583,BACK END ENGINEER,Under Armour,"Baltimore, MD",89000.0
2584,Senior Software Developer,CallShaper,"Perry Hall, MD 21128",125000.0
2585,Software Developer,Lurn Inc,"Rockville, MD",94000.0
2586,Software Developer (Entry Level),AINS,"Gaithersburg, MD 20878",101500.0
2587,Software Engineer,Philips,"Baltimore, MD",106000.0
2588,IT Specialist (Applications Software),U.S. Federal Government,"Washington, DC",103127.0
2589,Java + JavaScript Developer,CAF,"Baltimore, MD",55000.0
2591,Software Developer with Cyber Threat Emulation or Red Team,Global InfoTek,"Annapolis Junction, MD 20701",145000.0
2592,Java Developer,Vision Technology Services,"Baltimore, MD",120000.0
2593,Software/Application Developer,Forefront Technologies,"Washington, DC",110000.0
2594,IT Scientific & Engineering Programmer (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2596,Full Stack Internet Software Developer,Orases,"Frederick, MD",87500.0
2597,Software Developer (C#),Data2Design Technologies,"Suitland, MD",120000.0
2598,Full Stack Software Engineer,Piper Companies,"Arlington, VA",127500.0
2599,Digital Technology Consultant,Polarisoft,"Baltimore, MD",90000.0
2601,Software Developer Analyst,Mount Airey Group,"Reston, VA",97500.0
2602,Technical & Business Analyst (Software Eng/SQL Dev Backgroun...,ASSURETY CONSULTING INC,"Washington, DC",83500.0
2603,Software Developer (Entry-Level),"SRC, Inc.","Aberdeen, MD",87500.0
2604,Software Engineer,Piper Companies,"Bethesda, MD 20817",130000.0
2605,Software Developer,Lynker Technologies,"Silver Spring, MD",88500.0
2606,Software Developer - College Hire,Creative Systems and Consulting,"McLean, VA",80500.0
2608,Associate Software Programmer Analyst (ITS2/C 029),Scientific Systems and Software International Corp...,"Baltimore, MD",106500.0
2609,Implementation Consultant/ITMS - Enterprise Software Managem...,Protege,"Arlington, VA",85000.0
2610,Software Engineer in Test,"Xometry, Inc.","Bethesda, MD 20814",79500.0
2611,Associate Software Developer,TDI,"Washington, DC",113500.0
2612,Software Tester,Booz Allen Hamilton,"Washington, DC",87000.0
2613,Junior Developer,Obscurity Labs,"Ashburn, VA",75000.0
2614,Software Tester Junior,Booz Allen Hamilton,"McLean, VA 22102",96000.0
2615,Data and Research Analyst,Governor's Office of Crime Control and Prevention,"Crownsville, MD 21032",58842.5
2616,Senior Software Engineer,PLCHardware.com,"Owings Mills, MD 21117",125000.0
2617,Integration Software Developer II - Virtual,National General Insurance,"Baltimore, MD",64500.0
2618,"Computer Engineer, AST, Software Systems",US National Aeronautics and Space Administration,"Greenbelt, MD",93215.0
2619,Software Engineer,Johns Hopkins University,"Baltimore, MD 21209 (Cheswolde area)",81259.5
2620,Software Developer II,"Needles, An Assembly Software Company","Baltimore, MD",98500.0
2621,Software Engineer (Mid level),"NCI Information Systems, Inc.","Washington, DC",94000.0
2622,Research Associate,Baltimore's Promise,"Baltimore, MD 21210 (Roland Parl-Homewood-Guilford area)",57500.0
2623,"SOFTWARE ENGINEER ""AI""",Gary Agency,"Annapolis, MD 21401",149000.0
2625,IT Analyst (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2627,Business Intelligence Engineer (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2628,Junior Software Developer,"IDEAMATICS, Inc.","McLean, VA 22101",55000.0
2629,Software Engineer - Level 0,"The Kenjya-Trusant Group, LLC","Columbia, MD",61100.0
2630,Software Engineer,NicSquared Solutions,"Tysons Corner, VA",102321.0
2631,Software Developer for .Net,Stonewater LLC,"Bethesda, MD 20892",115000.0
2633,SOFTWARE ENGINNEER 1,"ISM Services, Inc.","Annapolis Junction, MD",120000.0
2634,BAS Systems Application Software Engineer,"SBF Search, LLC","Ellicott City, MD",100000.0
2635,DBProtect,Zachary Piper Solutions,"Suitland, MD 20746",145000.0
2636,C#/.NET Developer,Vision Technology Services,"Hunt Valley, MD",87500.0
2637,Software Asset Manager,PEAKE,"Arlington, VA",95000.0
2639,Senior Software Developer,MRP,"Alexandria, VA",125000.0
2640,Software Developer I,Orbis Operations,"Fort Meade, MD",95000.0
2641,Accounts Manager,ThompsonGas LLC,"Baltimore, MD",107500.0
2642,SCCM Administrator,Marathon TS,"Laurel, MD",77500.0
2643,Software/Hardware Project Manager,National Security Agency,"Fort Meade, MD",79193.5
2644,Temporary Software Developer,George Washington University,"Foggy Bottom, DC",72106.5
2646,Administrative Position,"Amazing Heating and Air Conditioning, Inc.","Baltimore, MD 21230 (West Baltimore area)",35500.0
2647,IT Specialist (Applications Software),Government of the District of Columbia,"Washington, DC 20001 (Shaw area)",105381.5
2649,Computer & Information Research Scientist (Mid-Level),9th Way Solutions,"Washington, DC",121454.0
2650,Full Stack Developer,Piper Companies,"Baltimore, MD 21244 (Howard Park area)",72500.0
2653,Software Programmer (Senior),9th Way Solutions,"Washington, DC",138593.0
2654,COMPUTER NETWORK SPEC II,Maryland Department of Transportation,"Baltimore, MD 21230 (West Baltimore area)",62465.0
2655,Research Analyst (Junior Level),9th Way Solutions,"Washington, DC",108916.0
2656,INFORMATION TECHNOLOGY SPECIALIST (PLCYPLN),US Department of the Treasury,"Washington, DC",167297.5
2657,Software Development Engineer,Piper Companies,"Arlington, VA 22203 (Bluemont area)",92500.0
2658,Senior Software Engineer,MRP,"Reston, VA",137500.0
2659,Data Analyst,Vision Technology Services,"Baltimore, MD",100000.0
2660,IT Support Specialist,Nfinity LLC,"Hanover, MD",56000.0
2661,"Cleared Software Engineer (Full Stack with any languages, Bi...",Leading Path Consulting,"Reston, VA",165000.0
2662,Software Developer,Fusion Technology LLC,"Alexandria, VA 22303",115000.0
2663,Software Support Analyst - Hospitality Suite,Oracle,"Columbia, MD 21046",47500.0
2665,Technology Consultant - Programmer,"BlueStream Consulting, LLC","Baltimore, MD",70000.0
2667,Sr. Software Engineers,"Paradigm Infotech, Inc.","Columbia, MD 21045",86507.0
2672,Help Desk Specialist 1,"Encentric, Inc.","Washington, DC 20002 (Capitol Hill area)",37500.0
2673,Software Development Engineer in Test,Piper Companies,"Baltimore, MD 21201 (Downtown area)",90000.0
2675,ERP Software Engineer,Johns Hopkins University,"Baltimore, MD",62500.0
2676,Software Support Programmer,Enterprise and Portal Software Systems,"Linthicum Heights, MD 21090",65000.0
2677,Software Engineer,Parsons,"Columbia, MD",112500.0
2678,Software Engineer 2 ST- 2019C-0342,"Davis Unlimited Information Technologies, Inc. (DU...","Fort George G Meade, MD",109000.0
2679,Full Stack Developer,Energybox Inc.,"McLean, VA",137500.0
2680,Software Engineer,Cisco Careers,"Fulton, MD",101000.0
2681,Software Engineer - Back End,Varen Technologies,"Hanover, MD",119000.0
2682,"Software Engineer, Mid",Booz Allen Hamilton,"Laurel, MD",88500.0
